month_year,Crime Name1,Crime Name2,count
2022-12,Crime Against Person,Murder and Nonnegligent Manslaughter,2
2022-12,Crime Against Person,Simple Assault,80
2022-12,Crime Against Person,Statuory Rape,1
2022-12,Crime Against Property,All other Larceny,123
2022-12,Crime Against Property,Burglary/Breaking and Entering,58
2022-12,Crime Against Property,Counterfeiting/Forgery,23
2022-12,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,67
2022-12,Crime Against Property,Destruction/Damage/Vandalism of Property,152
2022-12,Crime Against Property,Embezzlement,1
2022-12,Crime Against Property,Extortion/Blackmail,6
2022-12,Crime Against Property,False Pretenses/Swindle/Confidence Game,45
2022-12,Crime Against Property,From Coin/Operated Machine or Device,1
2022-12,Crime Against Property,Identity Theft,48
2022-12,Crime Against Property,Impersonation,3
2022-12,Crime Against Property,Motor Vehicle Theft,163
2022-12,Crime Against Property,Pocket/picking,8
2022-12,Crime Against Property,Purse-snatching,2
2022-12,Crime Against Property,Robbery,11
2022-12,Crime Against Property,Shoplifting,85
2022-12,Crime Against Property,Stolen Property Offenses,1
2022-12,Crime Against Property,Theft From Motor Vehicle,251
2022-12,Crime Against Property,Theft from Building,108
2022-12,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,176
2022-12,Crime Against Property,Wire Fraud,2
2022-12,Crime Against Society,All Other Offenses,327
2022-12,Crime Against Society,Assisting or Promoting Prostitution,1
2022-12,Crime Against Society,Disorderly Conduct,11
2022-12,Crime Against Society,Driving Under the Influence,19
2022-12,Crime Against Society,Drug Equipment Violations,10
2022-12,Crime Against Society,Drug/Narcotic Violations,42
2022-12,Crime Against Society,"Family Offenses, NonViolent",2
2022-12,Crime Against Society,Liquor Law Violations,3
2022-12,Crime Against Society,Pornography/Obscene Material,1
2022-12,Crime Against Society,Prostitution,1
2022-12,Crime Against Society,Trespass of Real Property,11
2022-12,Crime Against Society,Weapon Law Violations,13
2023-01,Crime Against Not a Crime,Runaway,11
2023-01,Crime Against Person,Aggravated Assault,19
2023-01,Crime Against Person,Forcible Fondling,11
2023-01,Crime Against Person,Forcible Rape,9
2023-01,Crime Against Person,Forcible Sodomy,4
2023-01,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2
2023-01,Crime Against Person,Kidnapping/Abduction,1
2023-01,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2023-01,Crime Against Person,Sexual Assault With An Object,4
2023-01,Crime Against Person,Simple Assault,97
2023-01,Crime Against Property,All other Larceny,91
2023-01,Crime Against Property,Arson,3
2023-01,Crime Against Property,Burglary/Breaking and Entering,68
2023-01,Crime Against Property,Counterfeiting/Forgery,21
2023-01,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,43
2023-01,Crime Against Property,Destruction/Damage/Vandalism of Property,134
2023-01,Crime Against Property,Embezzlement,3
2023-01,Crime Against Property,Extortion/Blackmail,4
2023-01,Crime Against Property,False Pretenses/Swindle/Confidence Game,34
2023-01,Crime Against Property,From Coin/Operated Machine or Device,1
2023-01,Crime Against Property,Identity Theft,69
2023-01,Crime Against Property,Impersonation,3
2023-01,Crime Against Property,Motor Vehicle Theft,162
2023-01,Crime Against Property,Pocket/picking,7
2023-01,Crime Against Property,Purse-snatching,4
2023-01,Crime Against Property,Robbery,24
2023-01,Crime Against Property,Shoplifting,94
2023-01,Crime Against Property,Stolen Property Offenses,1
2023-01,Crime Against Property,Theft From Motor Vehicle,246
2023-01,Crime Against Property,Theft from Building,86
2023-01,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,119
2023-01,Crime Against Property,Wire Fraud,2
2023-01,Crime Against Society,All Other Offenses,360
2023-01,Crime Against Society,Assisting or Promoting Prostitution,2
2023-01,Crime Against Society,Disorderly Conduct,8
2023-01,Crime Against Society,Driving Under the Influence,28
2023-01,Crime Against Society,Drug Equipment Violations,7
2023-01,Crime Against Society,Drug/Narcotic Violations,39
2023-01,Crime Against Society,"Family Offenses, NonViolent",7
2023-01,Crime Against Society,Liquor Law Violations,6
2023-01,Crime Against Society,Pornography/Obscene Material,2
2023-01,Crime Against Society,Prostitution,2
2023-01,Crime Against Society,Trespass of Real Property,8
2023-01,Crime Against Society,Weapon Law Violations,19
2023-02,Crime Against Not a Crime,Runaway,20
2023-02,Crime Against Person,Aggravated Assault,8
2023-02,Crime Against Person,Forcible Fondling,9
2023-02,Crime Against Person,Forcible Rape,5
2023-02,Crime Against Person,Forcible Sodomy,3
2023-02,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2
2023-02,Crime Against Person,Intimidation,1
2023-02,Crime Against Person,Kidnapping/Abduction,1
2023-02,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2023-02,Crime Against Person,Sexual Assault With An Object,1
2023-02,Crime Against Person,Simple Assault,94
2023-02,Crime Against Person,Statuory Rape,1
2023-02,Crime Against Property,All other Larceny,89
2023-02,Crime Against Property,Burglary/Breaking and Entering,63
2023-02,Crime Against Property,Counterfeiting/Forgery,13
2023-02,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,45
2023-02,Crime Against Property,Destruction/Damage/Vandalism of Property,155
2023-02,Crime Against Property,Embezzlement,3
2023-02,Crime Against Property,Extortion/Blackmail,7
2023-02,Crime Against Property,False Pretenses/Swindle/Confidence Game,28
2023-02,Crime Against Property,From Coin/Operated Machine or Device,1
2023-02,Crime Against Property,Identity Theft,44
2023-02,Crime Against Property,Impersonation,2
2023-02,Crime Against Property,Motor Vehicle Theft,164
2023-02,Crime Against Property,Pocket/picking,2
2023-02,Crime Against Property,Purse-snatching,2
2023-02,Crime Against Property,Robbery,12
2023-02,Crime Against Property,Shoplifting,105
2023-02,Crime Against Property,Stolen Property Offenses,1
2023-02,Crime Against Property,Theft From Motor Vehicle,224
2023-02,Crime Against Property,Theft from Building,65
2023-02,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,131
2023-02,Crime Against Property,Wire Fraud,1
2023-02,Crime Against Society,All Other Offenses,323
2023-02,Crime Against Society,Assisting or Promoting Prostitution,1
2023-02,Crime Against Society,Disorderly Conduct,11
2023-02,Crime Against Society,Driving Under the Influence,14
2023-02,Crime Against Society,Drug Equipment Violations,12
2023-02,Crime Against Society,Drug/Narcotic Violations,42
2023-02,Crime Against Society,"Family Offenses, NonViolent",1
2023-02,Crime Against Society,Liquor Law Violations,1
2023-02,Crime Against Society,Prostitution,1
2023-02,Crime Against Society,Trespass of Real Property,16
2023-02,Crime Against Society,Weapon Law Violations,21
2023-03,Crime Against Not a Crime,Runaway,16
2023-03,Crime Against Person,Aggravated Assault,20
2023-03,Crime Against Person,Forcible Fondling,14
2023-03,Crime Against Person,Forcible Rape,8
2023-03,Crime Against Person,Forcible Sodomy,2
2023-03,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2023-03,Crime Against Person,Intimidation,2
2023-03,Crime Against Person,Kidnapping/Abduction,1
2023-03,Crime Against Person,Murder and Nonnegligent Manslaughter,2
2023-03,Crime Against Person,Sexual Assault With An Object,3
2023-03,Crime Against Person,Simple Assault,88
2023-03,Crime Against Property,All other Larceny,92
2023-03,Crime Against Property,Arson,1
2023-03,Crime Against Property,Burglary/Breaking and Entering,61
2023-03,Crime Against Property,Counterfeiting/Forgery,14
2023-03,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,41
2023-03,Crime Against Property,Destruction/Damage/Vandalism of Property,163
2023-03,Crime Against Property,Embezzlement,4
2023-03,Crime Against Property,Extortion/Blackmail,2
2023-03,Crime Against Property,False Pretenses/Swindle/Confidence Game,49
2023-03,Crime Against Property,Identity Theft,53
2023-03,Crime Against Property,Motor Vehicle Theft,156
2023-03,Crime Against Property,Pocket/picking,11
2023-03,Crime Against Property,Purse-snatching,2
2023-03,Crime Against Property,Robbery,22
2023-03,Crime Against Property,Shoplifting,98
2023-03,Crime Against Property,Stolen Property Offenses,2
2023-03,Crime Against Property,Theft From Motor Vehicle,213
2023-03,Crime Against Property,Theft from Building,86
2023-03,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,175
2023-03,Crime Against Property,Welfare Fraud,2
2023-03,Crime Against Property,Wire Fraud,3
2023-03,Crime Against Society,All Other Offenses,371
2023-03,Crime Against Society,Assisting or Promoting Prostitution,1
2023-03,Crime Against Society,Disorderly Conduct,5
2023-03,Crime Against Society,Driving Under the Influence,21
2023-03,Crime Against Society,Drug Equipment Violations,10
2023-03,Crime Against Society,Drug/Narcotic Violations,43
2023-03,Crime Against Society,"Family Offenses, NonViolent",1
2023-03,Crime Against Society,Liquor Law Violations,6
2023-03,Crime Against Society,Prostitution,1
2023-03,Crime Against Society,Trespass of Real Property,10
2023-03,Crime Against Society,Weapon Law Violations,13
2023-04,Crime Against Not a Crime,Runaway,14
2023-04,Crime Against Person,Aggravated Assault,17
2023-04,Crime Against Person,Forcible Fondling,9
2023-04,Crime Against Person,Forcible Rape,10
2023-04,Crime Against Person,Forcible Sodomy,2
2023-04,Crime Against Person,Intimidation,3
2023-04,Crime Against Person,Sexual Assault With An Object,5
2023-04,Crime Against Person,Simple Assault,71
2023-04,Crime Against Person,Statuory Rape,1
2023-04,Crime Against Property,All other Larceny,110
2023-04,Crime Against Property,Arson,1
2023-04,Crime Against Property,Burglary/Breaking and Entering,54
2023-04,Crime Against Property,Counterfeiting/Forgery,26
2023-04,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,44
2023-04,Crime Against Property,Destruction/Damage/Vandalism of Property,181
2023-04,Crime Against Property,Embezzlement,2
2023-04,Crime Against Property,Extortion/Blackmail,2
2023-04,Crime Against Property,False Pretenses/Swindle/Confidence Game,31
2023-04,Crime Against Property,From Coin/Operated Machine or Device,1
2023-04,Crime Against Property,Identity Theft,54
2023-04,Crime Against Property,Impersonation,3
2023-04,Crime Against Property,Motor Vehicle Theft,141
2023-04,Crime Against Property,Pocket/picking,8
2023-04,Crime Against Property,Robbery,15
2023-04,Crime Against Property,Shoplifting,112
2023-04,Crime Against Property,Theft From Motor Vehicle,203
2023-04,Crime Against Property,Theft from Building,71
2023-04,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,207
2023-04,Crime Against Property,Wire Fraud,3
2023-04,Crime Against Society,All Other Offenses,328
2023-04,Crime Against Society,Disorderly Conduct,11
2023-04,Crime Against Society,Driving Under the Influence,15
2023-04,Crime Against Society,Drug Equipment Violations,8
2023-04,Crime Against Society,Drug/Narcotic Violations,42
2023-04,Crime Against Society,"Family Offenses, NonViolent",1
2023-04,Crime Against Society,Liquor Law Violations,7
2023-04,Crime Against Society,Pornography/Obscene Material,2
2023-04,Crime Against Society,Prostitution,1
2023-04,Crime Against Society,Trespass of Real Property,16
2023-04,Crime Against Society,Weapon Law Violations,7
2023-05,Crime Against Not a Crime,Runaway,27
2023-05,Crime Against Person,Aggravated Assault,19
2023-05,Crime Against Person,Forcible Fondling,10
2023-05,Crime Against Person,Forcible Rape,5
2023-05,Crime Against Person,Forcible Sodomy,3
2023-05,Crime Against Person,"Human Trafficking, Commercial Sex Acts",4
2023-05,Crime Against Person,Intimidation,3
2023-05,Crime Against Person,Sexual Assault With An Object,3
2023-05,Crime Against Person,Simple Assault,107
2023-05,Crime Against Property,All other Larceny,104
2023-05,Crime Against Property,Burglary/Breaking and Entering,64
2023-05,Crime Against Property,Counterfeiting/Forgery,22
2023-05,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,47
2023-05,Crime Against Property,Destruction/Damage/Vandalism of Property,189
2023-05,Crime Against Property,Extortion/Blackmail,6
2023-05,Crime Against Property,False Pretenses/Swindle/Confidence Game,35
2023-05,Crime Against Property,Identity Theft,40
2023-05,Crime Against Property,Impersonation,2
2023-05,Crime Against Property,Motor Vehicle Theft,190
2023-05,Crime Against Property,Pocket/picking,6
2023-05,Crime Against Property,Purse-snatching,3
2023-05,Crime Against Property,Robbery,12
2023-05,Crime Against Property,Shoplifting,116
2023-05,Crime Against Property,Theft From Motor Vehicle,211
2023-05,Crime Against Property,Theft from Building,80
2023-05,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,156
2023-05,Crime Against Society,All Other Offenses,367
2023-05,Crime Against Society,Animal Cruelty,1
2023-05,Crime Against Society,Assisting or Promoting Prostitution,4
2023-05,Crime Against Society,Disorderly Conduct,8
2023-05,Crime Against Society,Driving Under the Influence,18
2023-05,Crime Against Society,Drug Equipment Violations,7
2023-05,Crime Against Society,Drug/Narcotic Violations,26
2023-05,Crime Against Society,"Family Offenses, NonViolent",3
2023-05,Crime Against Society,Liquor Law Violations,3
2023-05,Crime Against Society,Pornography/Obscene Material,1
2023-05,Crime Against Society,Prostitution,4
2023-05,Crime Against Society,Trespass of Real Property,10
2023-05,Crime Against Society,Weapon Law Violations,13
2023-06,Crime Against Not a Crime,Runaway,21
2023-06,Crime Against Person,Aggravated Assault,11
2023-06,Crime Against Person,Forcible Fondling,8
2023-06,Crime Against Person,Forcible Rape,10
2023-06,Crime Against Person,Forcible Sodomy,2
2023-06,Crime Against Person,Intimidation,1
2023-06,Crime Against Person,Simple Assault,62
2023-06,Crime Against Property,All other Larceny,100
2023-06,Crime Against Property,Arson,1
2023-06,Crime Against Property,Burglary/Breaking and Entering,62
2023-06,Crime Against Property,Counterfeiting/Forgery,18
2023-06,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,53
2023-06,Crime Against Property,Destruction/Damage/Vandalism of Property,166
2023-06,Crime Against Property,Embezzlement,3
2023-06,Crime Against Property,Extortion/Blackmail,3
2023-06,Crime Against Property,False Pretenses/Swindle/Confidence Game,53
2023-06,Crime Against Property,Identity Theft,40
2023-06,Crime Against Property,Motor Vehicle Theft,190
2023-06,Crime Against Property,Pocket/picking,10
2023-06,Crime Against Property,Robbery,11
2023-06,Crime Against Property,Shoplifting,115
2023-06,Crime Against Property,Stolen Property Offenses,1
2023-06,Crime Against Property,Theft From Motor Vehicle,198
2023-06,Crime Against Property,Theft from Building,77
2023-06,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,149
2023-06,Crime Against Property,Wire Fraud,2
2023-06,Crime Against Society,All Other Offenses,283
2023-06,Crime Against Society,Disorderly Conduct,11
2023-06,Crime Against Society,Driving Under the Influence,15
2023-06,Crime Against Society,Drug Equipment Violations,3
2023-06,Crime Against Society,Drug/Narcotic Violations,15
2023-06,Crime Against Society,"Family Offenses, NonViolent",3
2023-06,Crime Against Society,Liquor Law Violations,2
2023-06,Crime Against Society,Trespass of Real Property,6
2023-06,Crime Against Society,Weapon Law Violations,9
2023-07,Crime Against Not a Crime,Runaway,13
2023-07,Crime Against Person,Aggravated Assault,22
2023-07,Crime Against Person,Forcible Fondling,8
2023-07,Crime Against Person,Forcible Rape,7
2023-07,Crime Against Person,Forcible Sodomy,2
2023-07,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2
2023-07,Crime Against Person,"Human Trafficking, Involuntary Servitude",1
2023-07,Crime Against Person,Sexual Assault With An Object,1
2023-07,Crime Against Person,Simple Assault,75
2023-07,Crime Against Property,All other Larceny,111
2023-07,Crime Against Property,Bribery,1
2023-07,Crime Against Property,Burglary/Breaking and Entering,63
2023-07,Crime Against Property,Counterfeiting/Forgery,14
2023-07,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,49
2023-07,Crime Against Property,Destruction/Damage/Vandalism of Property,202
2023-07,Crime Against Property,Embezzlement,5
2023-07,Crime Against Property,Extortion/Blackmail,2
2023-07,Crime Against Property,False Pretenses/Swindle/Confidence Game,32
2023-07,Crime Against Property,Identity Theft,31
2023-07,Crime Against Property,Impersonation,2
2023-07,Crime Against Property,Motor Vehicle Theft,221
2023-07,Crime Against Property,Pocket/picking,1
2023-07,Crime Against Property,Purse-snatching,2
2023-07,Crime Against Property,Robbery,8
2023-07,Crime Against Property,Shoplifting,122
2023-07,Crime Against Property,Stolen Property Offenses,1
2023-07,Crime Against Property,Theft From Motor Vehicle,244
2023-07,Crime Against Property,Theft from Building,74
2023-07,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,109
2023-07,Crime Against Society,All Other Offenses,170
2023-07,Crime Against Society,Disorderly Conduct,14
2023-07,Crime Against Society,Driving Under the Influence,25
2023-07,Crime Against Society,Drug Equipment Violations,1
2023-07,Crime Against Society,Drug/Narcotic Violations,8
2023-07,Crime Against Society,"Family Offenses, NonViolent",1
2023-07,Crime Against Society,Liquor Law Violations,3
2023-07,Crime Against Society,Prostitution,2
2023-07,Crime Against Society,Trespass of Real Property,6
2023-07,Crime Against Society,Weapon Law Violations,5
2023-08,Crime Against Person,Aggravated Assault,14
2023-08,Crime Against Person,Forcible Fondling,11
2023-08,Crime Against Person,Forcible Rape,12
2023-08,Crime Against Person,Forcible Sodomy,4
2023-08,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2023-08,Crime Against Person,Intimidation,1
2023-08,Crime Against Person,Sexual Assault With An Object,2
2023-08,Crime Against Person,Simple Assault,72
2023-08,Crime Against Property,All other Larceny,111
2023-08,Crime Against Property,Burglary/Breaking and Entering,64
2023-08,Crime Against Property,Counterfeiting/Forgery,12
2023-08,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,60
2023-08,Crime Against Property,Destruction/Damage/Vandalism of Property,210
2023-08,Crime Against Property,Embezzlement,3
2023-08,Crime Against Property,Extortion/Blackmail,3
2023-08,Crime Against Property,False Pretenses/Swindle/Confidence Game,36
2023-08,Crime Against Property,Identity Theft,37
2023-08,Crime Against Property,Impersonation,1
2023-08,Crime Against Property,Motor Vehicle Theft,325
2023-08,Crime Against Property,Pocket/picking,3
2023-08,Crime Against Property,Purse-snatching,1
2023-08,Crime Against Property,Robbery,18
2023-08,Crime Against Property,Shoplifting,112
2023-08,Crime Against Property,Stolen Property Offenses,1
2023-08,Crime Against Property,Theft From Motor Vehicle,274
2023-08,Crime Against Property,Theft from Building,96
2023-08,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,88
2023-08,Crime Against Society,All Other Offenses,27
2023-08,Crime Against Society,Disorderly Conduct,10
2023-08,Crime Against Society,Driving Under the Influence,15
2023-08,Crime Against Society,Drug Equipment Violations,6
2023-08,Crime Against Society,Drug/Narcotic Violations,17
2023-08,Crime Against Society,"Family Offenses, NonViolent",1
2023-08,Crime Against Society,Liquor Law Violations,4
2023-08,Crime Against Society,Trespass of Real Property,8
2023-08,Crime Against Society,Weapon Law Violations,6
2023-09,Crime Against Person,Aggravated Assault,18
2023-09,Crime Against Person,Forcible Fondling,16
2023-09,Crime Against Person,Forcible Rape,9
2023-09,Crime Against Person,Forcible Sodomy,1
2023-09,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2023-09,Crime Against Person,Intimidation,1
2023-09,Crime Against Person,Kidnapping/Abduction,1
2023-09,Crime Against Person,Sexual Assault With An Object,2
2023-09,Crime Against Person,Simple Assault,79
2023-09,Crime Against Property,All other Larceny,101
2023-09,Crime Against Property,Burglary/Breaking and Entering,69
2023-09,Crime Against Property,Counterfeiting/Forgery,14
2023-09,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,58
2023-09,Crime Against Property,Destruction/Damage/Vandalism of Property,212
2023-09,Crime Against Property,Embezzlement,2
2023-09,Crime Against Property,Extortion/Blackmail,4
2023-09,Crime Against Property,False Pretenses/Swindle/Confidence Game,31
2023-09,Crime Against Property,From Coin/Operated Machine or Device,1
2023-09,Crime Against Property,Identity Theft,36
2023-09,Crime Against Property,Impersonation,1
2023-09,Crime Against Property,Motor Vehicle Theft,252
2023-09,Crime Against Property,Pocket/picking,3
2023-09,Crime Against Property,Purse-snatching,3
2023-09,Crime Against Property,Robbery,19
2023-09,Crime Against Property,Shoplifting,111
2023-09,Crime Against Property,Stolen Property Offenses,1
2023-09,Crime Against Property,Theft From Motor Vehicle,273
2023-09,Crime Against Property,Theft from Building,79
2023-09,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,109
2023-09,Crime Against Property,Welfare Fraud,1
2023-09,Crime Against Property,Wire Fraud,2
2023-09,Crime Against Society,All Other Offenses,30
2023-09,Crime Against Society,Animal Cruelty,1
2023-09,Crime Against Society,Assisting or Promoting Prostitution,1
2023-09,Crime Against Society,Curfew/Loitering/Vagrancy Violations,1
2023-09,Crime Against Society,Disorderly Conduct,13
2023-09,Crime Against Society,Driving Under the Influence,10
2023-09,Crime Against Society,Drug Equipment Violations,5
2023-09,Crime Against Society,Drug/Narcotic Violations,19
2023-09,Crime Against Society,"Family Offenses, NonViolent",5
2023-09,Crime Against Society,Pornography/Obscene Material,1
2023-09,Crime Against Society,Prostitution,1
2023-09,Crime Against Society,Trespass of Real Property,9
2023-09,Crime Against Society,Weapon Law Violations,7
2023-10,Crime Against Person,Aggravated Assault,15
2023-10,Crime Against Person,Forcible Fondling,10
2023-10,Crime Against Person,Forcible Rape,7
2023-10,Crime Against Person,Forcible Sodomy,4
2023-10,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2
2023-10,Crime Against Person,Intimidation,5
2023-10,Crime Against Person,Kidnapping/Abduction,1
2023-10,Crime Against Person,Murder and Nonnegligent Manslaughter,1
2023-10,Crime Against Person,Sexual Assault With An Object,3
2023-10,Crime Against Person,Simple Assault,79
2023-10,Crime Against Property,All other Larceny,99
2023-10,Crime Against Property,Arson,1
2023-10,Crime Against Property,Burglary/Breaking and Entering,52
2023-10,Crime Against Property,Counterfeiting/Forgery,6
2023-10,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,50
2023-10,Crime Against Property,Destruction/Damage/Vandalism of Property,197
2023-10,Crime Against Property,Embezzlement,2
2023-10,Crime Against Property,Extortion/Blackmail,1
2023-10,Crime Against Property,False Pretenses/Swindle/Confidence Game,29
2023-10,Crime Against Property,Identity Theft,53
2023-10,Crime Against Property,Motor Vehicle Theft,361
2023-10,Crime Against Property,Pocket/picking,5
2023-10,Crime Against Property,Purse-snatching,1
2023-10,Crime Against Property,Robbery,10
2023-10,Crime Against Property,Shoplifting,107
2023-10,Crime Against Property,Theft From Motor Vehicle,290
2023-10,Crime Against Property,Theft from Building,68
2023-10,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,109
2023-10,Crime Against Property,Welfare Fraud,1
2023-10,Crime Against Property,Wire Fraud,1
2023-10,Crime Against Society,All Other Offenses,35
2023-10,Crime Against Society,Assisting or Promoting Prostitution,1
2023-10,Crime Against Society,Curfew/Loitering/Vagrancy Violations,1
2023-10,Crime Against Society,Disorderly Conduct,14
2023-10,Crime Against Society,Driving Under the Influence,16
2023-10,Crime Against Society,Drug Equipment Violations,14
2023-10,Crime Against Society,Drug/Narcotic Violations,22
2023-10,Crime Against Society,"Family Offenses, NonViolent",2
2023-10,Crime Against Society,Liquor Law Violations,4
2023-10,Crime Against Society,Pornography/Obscene Material,2
2023-10,Crime Against Society,Prostitution,2
2023-10,Crime Against Society,Trespass of Real Property,13
2023-10,Crime Against Society,Weapon Law Violations,13
2023-11,Crime Against Not a Crime,Runaway,1
2023-11,Crime Against Person,Aggravated Assault,19
2023-11,Crime Against Person,Forcible Fondling,12
2023-11,Crime Against Person,Forcible Rape,5
2023-11,Crime Against Person,Forcible Sodomy,1
2023-11,Crime Against Person,"Human Trafficking, Commercial Sex Acts",2
2023-11,Crime Against Person,Intimidation,1
2023-11,Crime Against Person,Sexual Assault With An Object,3
2023-11,Crime Against Person,Simple Assault,80
2023-11,Crime Against Person,Statuory Rape,1
2023-11,Crime Against Property,All other Larceny,110
2023-11,Crime Against Property,Arson,1
2023-11,Crime Against Property,Burglary/Breaking and Entering,69
2023-11,Crime Against Property,Counterfeiting/Forgery,9
2023-11,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,58
2023-11,Crime Against Property,Destruction/Damage/Vandalism of Property,195
2023-11,Crime Against Property,Embezzlement,3
2023-11,Crime Against Property,Extortion/Blackmail,3
2023-11,Crime Against Property,False Pretenses/Swindle/Confidence Game,29
2023-11,Crime Against Property,Hacking/Computer Invasion,1
2023-11,Crime Against Property,Identity Theft,44
2023-11,Crime Against Property,Impersonation,2
2023-11,Crime Against Property,Motor Vehicle Theft,284
2023-11,Crime Against Property,Pocket/picking,5
2023-11,Crime Against Property,Purse-snatching,1
2023-11,Crime Against Property,Robbery,18
2023-11,Crime Against Property,Shoplifting,156
2023-11,Crime Against Property,Theft From Motor Vehicle,318
2023-11,Crime Against Property,Theft from Building,90
2023-11,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,121
2023-11,Crime Against Property,Wire Fraud,2
2023-11,Crime Against Society,All Other Offenses,39
2023-11,Crime Against Society,Assisting or Promoting Prostitution,2
2023-11,Crime Against Society,Disorderly Conduct,7
2023-11,Crime Against Society,Driving Under the Influence,9
2023-11,Crime Against Society,Drug Equipment Violations,8
2023-11,Crime Against Society,Drug/Narcotic Violations,19
2023-11,Crime Against Society,"Family Offenses, NonViolent",3
2023-11,Crime Against Society,Liquor Law Violations,1
2023-11,Crime Against Society,Pornography/Obscene Material,3
2023-11,Crime Against Society,Prostitution,2
2023-11,Crime Against Society,Trespass of Real Property,10
2023-11,Crime Against Society,Weapon Law Violations,26
2023-12,Crime Against Not a Crime,Runaway,2
2023-12,Crime Against Person,Aggravated Assault,18
2023-12,Crime Against Person,Forcible Fondling,8
2023-12,Crime Against Person,Forcible Rape,10
2023-12,Crime Against Person,Forcible Sodomy,3
2023-12,Crime Against Person,"Human Trafficking, Commercial Sex Acts",1
2023-12,Crime Against Person,Intimidation,1
2023-12,Crime Against Person,Sexual Assault With An Object,2
2023-12,Crime Against Person,Simple Assault,79
2023-12,Crime Against Person,Statuory Rape,1
2023-12,Crime Against Property,All other Larceny,97
2023-12,Crime Against Property,Arson,2
2023-12,Crime Against Property,Burglary/Breaking and Entering,68
2023-12,Crime Against Property,Counterfeiting/Forgery,10
2023-12,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,61
2023-12,Crime Against Property,Destruction/Damage/Vandalism of Property,164
2023-12,Crime Against Property,Embezzlement,5
2023-12,Crime Against Property,Extortion/Blackmail,1
2023-12,Crime Against Property,False Pretenses/Swindle/Confidence Game,39
2023-12,Crime Against Property,Identity Theft,37
2023-12,Crime Against Property,Motor Vehicle Theft,202
2023-12,Crime Against Property,Pocket/picking,4
2023-12,Crime Against Property,Purse-snatching,6
2023-12,Crime Against Property,Robbery,17
2023-12,Crime Against Property,Shoplifting,112
2023-12,Crime Against Property,Theft From Motor Vehicle,268
2023-12,Crime Against Property,Theft from Building,99
2023-12,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,147
2023-12,Crime Against Property,Wire Fraud,1
2023-12,Crime Against Society,All Other Offenses,36
2023-12,Crime Against Society,Assisting or Promoting Prostitution,2
2023-12,Crime Against Society,Disorderly Conduct,7
2023-12,Crime Against Society,Driving Under the Influence,15
2023-12,Crime Against Society,Drug Equipment Violations,7
2023-12,Crime Against Society,Drug/Narcotic Violations,10
2023-12,Crime Against Society,"Family Offenses, NonViolent",3
2023-12,Crime Against Society,Pornography/Obscene Material,2
2023-12,Crime Against Society,Prostitution,2
2023-12,Crime Against Society,Trespass of Real Property,8
2023-12,Crime Against Society,Weapon Law Violations,5
2024-01,Crime Against Not a Crime,Runaway,2
2024-01,Crime Against Person,Aggravated Assault,8
2024-01,Crime Against Person,Forcible Fondling,6
2024-01,Crime Against Person,Forcible Rape,8
2024-01,Crime Against Person,Forcible Sodomy,2
2024-01,Crime Against Person,Intimidation,3
2024-01,Crime Against Person,Sexual Assault With An Object,1
2024-01,Crime Against Person,Simple Assault,65
2024-01,Crime Against Property,All other Larceny,71
2024-01,Crime Against Property,Arson,1
2024-01,Crime Against Property,Burglary/Breaking and Entering,29
2024-01,Crime Against Property,Counterfeiting/Forgery,9
2024-01,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,39
2024-01,Crime Against Property,Destruction/Damage/Vandalism of Property,191
2024-01,Crime Against Property,Embezzlement,2
